approach,user_id,identity_group,snapshot_index,snapshot_label,observation_id
interval,28,c06,0,days_0_50,INT-C0009
interval,34,c06,0,days_0_50,INT-C0009
interval,56,c06,0,days_0_50,INT-C0009
interval,68,c06,0,days_0_50,INT-C0009
interval,95,c06,0,days_0_50,INT-C0009
interval,176,c06,0,days_0_50,INT-C0009
interval,205,c06,0,days_0_50,INT-C0009
interval,231,c06,0,days_0_50,INT-C0009
interval,245,c06,0,days_0_50,INT-C0009
interval,251,c06,0,days_0_50,INT-C0009
interval,264,c06,0,days_0_50,INT-C0009
interval,269,c06,0,days_0_50,INT-C0009
interval,311,c06,0,days_0_50,INT-C0009
interval,329,c06,0,days_0_50,INT-C0009
interval,338,c06,0,days_0_50,INT-C0009
interval,350,c06,0,days_0_50,INT-C0009
interval,361,c06,0,days_0_50,INT-C0009
interval,364,c06,0,days_0_50,INT-C0009
interval,427,c06,0,days_0_50,INT-C0009
interval,432,c06,0,days_0_50,INT-C0009
interval,433,c06,0,days_0_50,INT-C0009
interval,511,c06,0,days_0_50,INT-C0009
interval,531,c06,0,days_0_50,INT-C0009
interval,540,c06,0,days_0_50,INT-C0009
interval,582,c06,0,days_0_50,INT-C0009
interval,588,c06,0,days_0_50,INT-C0009
interval,624,c06,0,days_0_50,INT-C0009
interval,641,c06,0,days_0_50,INT-C0009
interval,690,c06,0,days_0_50,INT-C0009
interval,697,c06,0,days_0_50,INT-C0009
interval,698,c06,0,days_0_50,INT-C0009
interval,734,c06,0,days_0_50,INT-C0009
interval,764,c06,0,days_0_50,INT-C0009
interval,773,c06,0,days_0_50,INT-C0009
interval,809,c06,0,days_0_50,INT-C0009
interval,819,c06,0,days_0_50,INT-C0009
interval,836,c06,0,days_0_50,INT-C0009
interval,840,c06,0,days_0_50,INT-C0009
interval,855,c06,0,days_0_50,INT-C0009
interval,872,c06,0,days_0_50,INT-C0009
interval,873,c06,0,days_0_50,INT-C0009
interval,925,c06,0,days_0_50,INT-C0009
interval,955,c06,0,days_0_50,INT-C0009
interval,960,c06,0,days_0_50,INT-C0009
interval,987,c06,0,days_0_50,INT-C0009
interval,994,c06,0,days_0_50,INT-C0009
interval,997,c06,0,days_0_50,INT-C0009
interval,23,c08,0,days_0_50,INT-C0006
interval,30,c08,0,days_0_50,INT-C0006
interval,52,c08,0,days_0_50,INT-C0006
interval,77,c08,0,days_0_50,INT-C0006
interval,104,c08,0,days_0_50,INT-C0006
interval,111,c08,0,days_0_50,INT-C0006
interval,112,c08,0,days_0_50,INT-C0006
interval,126,c08,0,days_0_50,INT-C0006
interval,133,c08,0,days_0_50,INT-C0006
interval,166,c08,0,days_0_50,INT-C0006
interval,168,c08,0,days_0_50,INT-C0006
interval,186,c08,0,days_0_50,INT-C0006
interval,209,c08,0,days_0_50,INT-C0006
interval,232,c08,0,days_0_50,INT-C0006
interval,240,c08,0,days_0_50,INT-C0006
interval,256,c08,0,days_0_50,INT-C0006
interval,260,c08,0,days_0_50,INT-C0006
interval,267,c08,0,days_0_50,INT-C0006
interval,276,c08,0,days_0_50,INT-C0006
interval,294,c08,0,days_0_50,INT-C0006
interval,305,c08,0,days_0_50,INT-C0006
interval,313,c08,0,days_0_50,INT-C0006
interval,356,c08,0,days_0_50,INT-C0006
interval,392,c08,0,days_0_50,INT-C0006
interval,416,c08,0,days_0_50,INT-C0006
interval,439,c08,0,days_0_50,INT-C0006
interval,447,c08,0,days_0_50,INT-C0006
interval,459,c08,0,days_0_50,INT-C0006
interval,472,c08,0,days_0_50,INT-C0006
interval,478,c08,0,days_0_50,INT-C0006
interval,479,c08,0,days_0_50,INT-C0006
interval,517,c08,0,days_0_50,INT-C0006
interval,556,c08,0,days_0_50,INT-C0006
interval,557,c08,0,days_0_50,INT-C0006
interval,564,c08,0,days_0_50,INT-C0006
interval,573,c08,0,days_0_50,INT-C0006
interval,574,c08,0,days_0_50,INT-C0006
interval,575,c08,0,days_0_50,INT-C0006
interval,586,c08,0,days_0_50,INT-C0006
interval,602,c08,0,days_0_50,INT-C0006
interval,648,c08,0,days_0_50,INT-C0006
interval,674,c08,0,days_0_50,INT-C0006
interval,694,c08,0,days_0_50,INT-C0006
interval,743,c08,0,days_0_50,INT-C0006
interval,759,c08,0,days_0_50,INT-C0006
interval,762,c08,0,days_0_50,INT-C0006
interval,765,c08,0,days_0_50,INT-C0006
interval,803,c08,0,days_0_50,INT-C0006
interval,845,c08,0,days_0_50,INT-C0006
interval,859,c08,0,days_0_50,INT-C0006
interval,868,c08,0,days_0_50,INT-C0006
interval,869,c08,0,days_0_50,INT-C0006
interval,885,c08,0,days_0_50,INT-C0006
interval,889,c08,0,days_0_50,INT-C0006
interval,912,c08,0,days_0_50,INT-C0006
interval,944,c08,0,days_0_50,INT-C0006
interval,984,c08,0,days_0_50,INT-C0006
interval,24,c05,1,days_50_100,INT-C0113
interval,87,c05,1,days_50_100,INT-C0113
interval,160,c05,1,days_50_100,INT-C0113
interval,181,c05,1,days_50_100,INT-C0113
interval,190,c05,1,days_50_100,INT-C0113
interval,202,c05,1,days_50_100,INT-C0113
interval,274,c05,1,days_50_100,INT-C0113
interval,280,c05,1,days_50_100,INT-C0113
interval,353,c05,1,days_50_100,INT-C0113
interval,360,c05,1,days_50_100,INT-C0113
interval,373,c05,1,days_50_100,INT-C0113
interval,391,c05,1,days_50_100,INT-C0113
interval,408,c05,1,days_50_100,INT-C0113
interval,414,c05,1,days_50_100,INT-C0113
interval,473,c05,1,days_50_100,INT-C0113
interval,493,c05,1,days_50_100,INT-C0113
interval,526,c05,1,days_50_100,INT-C0113
interval,530,c05,1,days_50_100,INT-C0113
interval,561,c05,1,days_50_100,INT-C0113
interval,629,c05,1,days_50_100,INT-C0113
